symbol,side,is_reverse,pnl,hit_tp1,hit_tp2,avg_added,risk_pct,units,pnl_usd,entry_ts,exit_ts,hold,exit_type,month,period
NEARUSDT,SHORT,False,0.03262998084626166,True,False,True,0.005831256642145999,1.7149,55.957,1609511220.0,1609511760.0,3,trailing_after_tp1,2021-01,2021
NEARUSDT,SHORT,False,-0.006523532110678757,False,False,False,0.006123532110678757,1.633,-10.6532,1609516620.0,1609516800.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,SHORT,False,-0.004821749404505402,False,False,False,0.004421749404505401,2.2615,-10.9046,1609516620.0,1609516800.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.0026672668787868434,False,False,False,0.002267266878786843,4.4106,-11.7642,1609516980.0,1609517160.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,0.0005676237293198117,True,False,False,0.006030961794557779,1.6581,0.9412,1609517520.0,1609518060.0,3,reverse_trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.08856244623562823,True,False,True,0.005117782770721673,1.954,173.0485,1609519140.0,1609521660.0,14,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.014578721845066518,False,False,False,0.014178721845066519,0.7053,-10.2821,1609521840.0,1609522020.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,SHORT,False,-0.0024159299464911544,False,False,False,0.002015929946491154,4.9605,-11.9842,1609523820.0,1609524000.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,LONG,True,0.006467123667082097,False,False,False,0.006867123667082097,1.4562,9.4175,1609524360.0,1609524900.0,3,reverse_sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.005065507291412046,False,False,False,0.004665507291412046,2.1434,-10.8574,1609533540.0,1609533720.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.009296861597515665,False,False,True,0.0035508682705069467,2.8162,-26.1819,1609537320.0,1609537680.0,2,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.018741251077367564,False,False,True,0.007989082507125536,1.2517,-23.4586,1609544340.0,1609545060.0,4,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,-0.0018914486455745673,True,False,False,0.009307549654738408,1.0744,-2.0322,1609545420.0,1609546140.0,4,reverse_trailing_after_tp1,2021-01,2021
NEARUSDT,SHORT,False,-0.004489756964587238,False,False,False,0.004089756964587238,2.4451,-10.9781,1609547400.0,1609547580.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,SHORT,False,0.006204355592509403,True,False,False,0.0014746660114594782,6.7812,42.073,1609550640.0,1609551000.0,2,trailing_after_tp1,2021-01,2021
NEARUSDT,SHORT,False,-0.010747777528789101,False,False,True,0.004235411217144427,2.361,-25.376,1609552080.0,1609552440.0,2,sl_before_tp1,2021-01,2021
NEARUSDT,SHORT,False,-0.0029119798505149227,False,False,False,0.0025119798505149225,3.9809,-11.5924,1609553160.0,1609553340.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,0.004920084469912147,True,False,False,0.004922317602260789,2.0316,9.9955,1609563060.0,1609563420.0,2,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.01226720571809759,False,False,False,0.01186720571809759,0.8427,-10.3371,1609570080.0,1609570260.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,0.0030355605323329586,True,False,False,0.01710451328309586,0.5846,1.7747,1609570620.0,1609574040.0,19,reverse_trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.007027299163492308,False,False,True,0.002483447813943809,4.0267,-28.2965,1609572960.0,1609573320.0,2,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.0020332273872135914,False,False,False,0.0016332273872135912,6.1228,-12.4491,1609573320.0,1609573500.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,0.0011704075912180372,True,False,False,0.004745014466334861,2.1075,2.4666,1609573680.0,1609574040.0,2,reverse_trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,True,0.009071913449863031,False,False,False,0.00947191344986303,1.0558,9.5777,1609573860.0,1609574400.0,3,reverse_sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,0.014850258832476322,True,False,False,0.006194908243883558,1.6142,23.9717,1609576020.0,1609576920.0,5,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.008897066751328583,False,False,False,0.008497066751328584,1.1769,-10.4708,1609594380.0,1609594560.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,-0.015499292509948942,True,False,False,0.013216626619184017,0.7566,-11.7271,1609594920.0,1609597620.0,15,reverse_trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.006944658938900529,False,False,False,0.006544658938900529,1.528,-10.6112,1609605360.0,1609605540.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,0.008182541740714823,False,False,False,0.008582541740714822,1.1652,9.5339,1609605900.0,1609606440.0,3,reverse_sl_before_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.003429784280056644,False,False,False,0.003029784280056644,3.3006,-11.3202,1609637940.0,1609638120.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,0.08050154306055662,True,True,True,0.002495424500727847,4.0073,322.5966,1609639740.0,1609641000.0,7,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.02693214855547077,True,False,False,0.004234762324283881,2.3614,63.5978,1609640460.0,1609641000.0,3,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.010185803627449579,True,False,True,0.007292981538735258,1.3712,13.9666,1609644060.0,1609644420.0,2,trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.004147982632656032,False,False,False,0.0037479826326560326,2.6681,-11.0672,1609649820.0,1609650000.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,SHORT,True,-0.00015898742905593073,True,False,False,0.015233041454482765,0.6565,-0.1044,1609650360.0,1609651800.0,8,reverse_trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.0034501462715950328,False,False,False,0.0030501462715950326,3.2785,-11.3114,1609650540.0,1609650720.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.0041378733692504655,True,False,True,0.005494957656568698,1.8199,-7.5303,1609650900.0,1609651260.0,2,trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.0016724728365891525,True,False,True,0.003332875421221397,3.0004,-5.0181,1609654500.0,1609655040.0,3,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.005045054016201776,False,False,False,0.004645054016201776,2.1528,-10.8611,1609659900.0,1609660080.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,0.06274876797975688,True,True,False,0.0027285063173971454,3.665,229.9748,1609660980.0,1609662240.0,7,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.002771223108520492,False,False,False,0.0023712231085204916,4.2172,-11.6869,1609665660.0,1609665840.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.004451774704947565,False,False,False,0.004051774704947565,2.4681,-10.9872,1609668360.0,1609668540.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.0030704318127214233,False,False,False,0.002670431812721423,3.7447,-11.4979,1609668360.0,1609668540.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,LONG,False,0.01462992074954923,True,False,False,0.0023844566369250458,4.1938,61.3554,1609671600.0,1609672140.0,3,trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,0.01051165704444539,True,False,False,0.002718620508111119,3.6783,38.6654,1609671780.0,1609672140.0,2,trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,0.0051600344213561565,True,False,False,0.0035387711549629995,2.8258,14.5814,1609678620.0,1609679340.0,4,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.009845268139135843,False,False,False,0.009445268139135843,1.0587,-10.4235,1609680420.0,1609680600.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.004033815889439859,False,False,False,0.0036338158894398593,2.7519,-11.1008,1609681320.0,1609681860.0,3,sl_before_tp1,2021-01,2021
NEARUSDT,SHORT,True,-0.0015727879853159113,True,False,False,0.013578092160313561,0.7365,-1.1583,1609682220.0,1609682760.0,3,reverse_trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.025753038975082597,True,True,False,0.007795737149674349,1.2828,33.0348,1609712100.0,1609713180.0,6,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.036358020743149456,True,True,False,0.0045043128175244855,2.2201,80.7182,1609715340.0,1609715880.0,3,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.003460780348237134,False,False,False,0.003060780348237134,3.2671,-11.3069,1609717140.0,1609717320.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,LONG,False,0.001554083890807283,True,False,False,0.0035935534688747374,2.7828,4.3246,1609719300.0,1609720200.0,5,trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.002642207312596966,False,False,False,0.0022422073125969656,4.4599,-11.784,1609720200.0,1609720380.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,SHORT,True,0.0008659718050611129,True,False,False,0.005788685624898324,1.7275,1.496,1609720740.0,1609722180.0,8,reverse_trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.007943353269323059,False,False,False,0.007543353269323059,1.3257,-10.5303,1609729740.0,1609729920.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,0.011582235708964243,False,False,False,0.011982235708964242,0.8346,9.6662,1609730280.0,1609731900.0,9,reverse_sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,0.04952092515795119,True,False,True,0.010709863124054121,0.9337,46.2386,1609731180.0,1609732260.0,6,trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,0.008705815816464442,True,False,True,0.003839056560812136,2.6048,22.677,1609737660.0,1609738560.0,5,trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,0.0030731135905262817,True,False,False,0.0020053173360925587,4.9867,15.3248,1609738020.0,1609738560.0,3,trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,0.0008139416411889108,True,False,False,0.004995546555275224,2.0018,1.6293,1609739280.0,1609739820.0,3,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.056870643365698026,True,True,True,0.009347785123831488,1.0698,60.8386,1609769880.0,1609770960.0,6,trailing_after_tp1,2021-01,2021
NEARUSDT,SHORT,False,-0.002927606255001922,False,False,False,0.002527606255001922,3.9563,-11.5825,1609771140.0,1609771320.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,SHORT,False,0.014058372508294583,True,False,False,0.0036400480199228593,2.7472,38.6214,1609777980.0,1609780680.0,15,trailing_after_tp1,2021-01,2021
NEARUSDT,SHORT,False,0.007845260011814164,True,False,False,0.003155270691515562,3.1693,24.864,1609782120.0,1609782660.0,3,trailing_after_tp1,2021-01,2021
NEARUSDT,SHORT,False,-0.0031924316160001436,False,False,False,0.0027924316160001434,3.5811,-11.4324,1609783560.0,1609783740.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,LONG,True,-0.0009712925803452331,True,False,False,0.005629265696708582,1.7764,-1.7254,1609784100.0,1609789500.0,30,reverse_trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.006640206894321534,False,False,False,0.006240206894321534,1.6025,-10.641,1609802100.0,1609802280.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,SHORT,False,0.003913951007818256,True,False,False,0.0042669756540593485,2.3436,9.1727,1609815600.0,1609816320.0,4,trailing_after_tp1,2021-01,2021
NEARUSDT,SHORT,False,-0.02014734635753518,False,False,True,0.00866581363260499,1.154,-23.2492,1609817040.0,1609817400.0,2,sl_before_tp1,2021-01,2021
NEARUSDT,SHORT,False,-0.0009419678892099563,True,False,False,0.011991893009604498,0.8339,-0.7855,1609819920.0,1609820280.0,2,trailing_after_tp1,2021-01,2021
NEARUSDT,SHORT,False,0.012666607252081484,True,False,False,0.009718753343765147,1.0289,13.0332,1609825500.0,1609826400.0,5,trailing_after_tp1,2021-01,2021
NEARUSDT,SHORT,False,-0.007358442865890532,False,False,False,0.006958442865890532,1.4371,-10.5748,1609826580.0,1609826760.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,SHORT,False,0.04082584523845782,True,False,True,0.0037539094750626816,2.6639,108.7555,1609827120.0,1609827480.0,2,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.0017635438364510202,False,False,False,0.0013635438364510203,7.3338,-12.9335,1609864200.0,1609864380.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,0.0029279838606271337,False,False,False,0.003327983860627134,3.0048,8.7981,1609864740.0,1609864920.0,1,reverse_sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,0.026948110008035063,True,True,False,0.005778800740474797,1.7305,46.6327,1609865640.0,1609866000.0,2,trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.0033835642995211526,False,False,False,0.0029835642995211524,3.3517,-11.3407,1609866360.0,1609866540.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,SHORT,True,0.004379643243046563,False,False,False,0.004779643243046563,2.0922,9.1631,1609866900.0,1609867080.0,1,reverse_sl_before_tp1,2021-01,2021
NEARUSDT,LONG,False,0.02479380032702615,True,False,True,0.0021087115574279958,4.7422,117.578,1609867980.0,1609869420.0,8,trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,0.024899338286925067,True,False,True,0.004327653038601341,2.3107,57.5354,1609876080.0,1609877520.0,8,trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,0.014047676699668854,True,True,True,0.0032813552174721966,3.0475,42.8106,1609876440.0,1609877520.0,6,trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.008985874397885892,False,False,False,0.008585874397885893,1.1647,-10.4659,1609876800.0,1609879500.0,15,sl_before_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.004650640706775105,False,False,True,0.0013652912419356625,7.3244,-34.0634,1609889580.0,1609890300.0,4,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.003508331787710589,False,False,False,0.003108331787710589,3.2172,-11.2869,1609908480.0,1609908660.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.0026239777158066015,False,False,False,0.0022239777158066013,4.4964,-11.7986,1609912440.0,1609912620.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,LONG,False,0.0025843923255009825,True,False,True,0.004217155834232437,2.3713,6.1283,1609912800.0,1609913520.0,4,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.007856569881071092,False,False,False,0.007456569881071092,1.3411,-10.5364,1609918380.0,1609918560.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,LONG,False,0.08100768294717237,True,False,True,0.0015626242441718547,6.3995,518.4079,1609928640.0,1609931340.0,15,trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.0037856357469929457,False,False,False,0.0033856357469929455,2.9537,-11.1815,1609930620.0,1609930800.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.006674154830630937,False,False,False,0.006274154830630937,1.5938,-10.6375,1609932420.0,1609932600.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,True,0.0039590767588655665,True,False,False,0.013543090819973576,0.7384,2.9233,1609932960.0,1609933320.0,2,reverse_trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.007609194416770285,False,False,True,0.00275715735861304,3.6269,-27.598,1609933140.0,1609933680.0,3,sl_before_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.002029354183432122,False,False,False,0.001629354183432122,6.1374,-12.455,1609933500.0,1609933680.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,LONG,False,0.030183826318320714,True,True,False,0.002880929993609426,3.4711,104.7711,1609938000.0,1609938900.0,5,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.004040193848707378,False,False,False,0.0036401938487073777,2.7471,-11.0988,1609943220.0,1609943400.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.0035714886569499058,False,False,False,0.0031714886569499056,3.1531,-11.2612,1609947180.0,1609947360.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.16174886096706215,True,False,True,0.0041517108919423345,2.4086,389.5957,1609950240.0,1609952040.0,10,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.048546036609006006,True,True,False,0.008284122239514248,1.2071,58.6013,1609950600.0,1609952040.0,8,trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,0.006299761663137645,True,False,True,0.0020786396893805632,4.8108,30.3071,1609953840.0,1609954380.0,3,trailing_after_tp1,2021-01,2021
SOLUSDT,SHORT,False,-0.008784739860598046,False,False,False,0.008384739860598046,1.1926,-10.4771,1609965000.0,1609965180.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,LONG,False,0.005089883955164775,True,False,True,0.0035773517853231996,2.7954,14.2281,1609970580.0,1609972200.0,9,trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.002275028938158294,False,False,False,0.0018750289381582936,5.3333,-12.1333,1609971120.0,1609971300.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,LONG,False,0.00733172674415654,True,False,False,0.0016789468541601876,5.9561,43.6686,1609972560.0,1609973460.0,5,trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.0026400291438724867,False,False,False,0.0022400291438724866,4.4642,-11.7857,1609975080.0,1609975260.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,False,0.02523704080910514,True,False,False,0.01148187051752637,0.8709,21.9799,1609976700.0,1609977060.0,2,trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.003975727043191196,False,False,False,0.0035757270431911966,2.7966,-11.1187,1610020620.0,1610020800.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,SHORT,True,0.0029636690991190606,True,False,False,0.016842829386557102,0.5937,1.7596,1610021160.0,1610022060.0,5,reverse_trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.0047299991988935626,False,False,False,0.004329999198893562,2.3095,-10.9238,1610022060.0,1610022240.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,SHORT,True,0.00543498902564438,False,False,False,0.00583498902564438,1.7138,9.3145,1610022600.0,1610023140.0,3,reverse_sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.005782690090505145,False,False,False,0.005382690090505145,1.8578,-10.7431,1610033220.0,1610033400.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.005451855052710018,False,False,False,0.005051855052710018,1.9795,-10.7918,1610033760.0,1610033940.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.007679975636101572,False,False,False,0.007279975636101572,1.3736,-10.5495,1610042580.0,1610042760.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.010351984330632252,False,False,False,0.009951984330632253,1.0048,-10.4019,1610048700.0,1610048880.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.0050958397931302885,False,False,False,0.004695839793130288,2.1295,-10.8518,1610057520.0,1610057700.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.007285657619696522,False,False,False,0.006885657619696521,1.4523,-10.5809,1610062560.0,1610062740.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,LONG,False,0.05498388018114183,True,False,True,0.00477999287403144,2.0921,115.0292,1610063640.0,1610064360.0,4,trailing_after_tp1,2021-01,2021
NEARUSDT,SHORT,False,0.0011731534717217052,True,False,True,0.002011164835575277,4.9722,5.8332,1610089740.0,1610090280.0,3,trailing_after_tp1,2021-01,2021
NEARUSDT,SHORT,False,-0.002180437663103719,False,False,False,0.0017804376631037188,5.6166,-12.2466,1610100720.0,1610100900.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,SHORT,False,0.0027259396992435183,True,False,False,0.0021236701780000733,4.7088,12.836,1610107200.0,1610107560.0,2,trailing_after_tp1,2021-01,2021
NEARUSDT,SHORT,False,-0.006131002383320718,False,False,False,0.005731002383320718,1.7449,-10.698,1610107380.0,1610107560.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,LONG,True,-0.01950057111062407,True,True,False,0.009806894116707559,1.0197,-19.8846,1610107920.0,1610109540.0,9,reverse_trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,0.17923343967729102,True,False,True,0.004034435448217167,2.4787,444.259,1610118000.0,1610119620.0,9,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.02643978418008878,True,False,False,0.00889966549205353,1.1236,29.7087,1610127000.0,1610127900.0,5,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.03399830701614921,True,False,True,0.007495243789822975,1.3342,45.3598,1610132940.0,1610134560.0,9,trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.015854396689479414,False,False,True,0.006633086939669662,1.5076,-23.902,1610133120.0,1610133840.0,4,sl_before_tp1,2021-01,2021
NEARUSDT,SHORT,True,-0.026627746501317686,True,True,False,0.00915085365260884,1.0928,-29.0986,1610134200.0,1610137080.0,16,reverse_trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.003432878926213902,False,False,False,0.0030328789262139017,3.2972,-11.3189,1610140860.0,1610141040.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.00228962350747231,False,False,False,0.0018896235074723098,5.2921,-12.1168,1610141400.0,1610141580.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,LONG,False,0.014248320003072065,True,True,False,0.004245006712164193,2.3557,33.5649,1610142660.0,1610143740.0,6,trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,0.013851997421148163,True,False,False,0.0024132414797685777,4.1438,57.4,1610144460.0,1610145180.0,4,trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.0021486793911148056,False,False,False,0.0017486793911148054,5.7186,-12.2874,1610145720.0,1610145900.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.010345774253653545,False,False,True,0.00404407725215401,2.4728,-25.5825,1610147880.0,1610148600.0,4,sl_before_tp1,2021-01,2021
NEARUSDT,LONG,False,0.04747822076262612,True,True,False,0.004323393008927715,2.313,109.817,1610149680.0,1610150760.0,6,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.006441923896655444,False,False,False,0.006041923896655444,1.6551,-10.662,1610152020.0,1610152200.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,-0.012987900611268616,True,True,False,0.007362068360962215,1.3583,-17.6416,1610152560.0,1610153280.0,4,reverse_trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,-0.004872705613040694,False,False,False,0.004472705613040694,2.2358,-10.8943,1610154000.0,1610154180.0,1,sl_before_tp1,2021-01,2021
SOLUSDT,SHORT,True,0.01418334079048809,False,False,False,0.01458334079048809,0.6857,9.7257,1610154540.0,1610154720.0,1,reverse_sl_before_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.005171632965121172,False,False,False,0.004771632965121172,2.0957,-10.8383,1610156700.0,1610156880.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,SHORT,True,0.0058096278685148585,False,False,False,0.006209627868514859,1.6104,9.3558,1610157240.0,1610157420.0,1,reverse_sl_before_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.00636619690723704,False,False,True,0.002172453908124511,4.6031,-29.3042,1610159400.0,1610160120.0,4,sl_before_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.009658379469087744,False,False,True,0.0037208657547569443,2.6875,-25.9573,1610159760.0,1610160120.0,2,sl_before_tp1,2021-01,2021
NEARUSDT,SHORT,True,0.0076235589829039925,False,False,False,0.008023558982903993,1.2463,9.5015,1610160480.0,1610162460.0,11,reverse_sl_before_tp1,2021-01,2021
NEARUSDT,SHORT,True,0.008895181781934634,False,False,False,0.009295181781934633,1.0758,9.5697,1610160480.0,1610162640.0,12,reverse_sl_before_tp1,2021-01,2021
NEARUSDT,LONG,False,0.023692590955382665,True,False,False,0.006930084728291748,1.443,34.188,1610176500.0,1610176860.0,2,trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.003132482444921817,False,False,False,0.002732482444921817,3.6597,-11.4639,1610188020.0,1610188200.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,LONG,False,0.019176185499752113,True,False,False,0.0020285774279585086,4.9296,94.5302,1610188380.0,1610189640.0,7,trailing_after_tp1,2021-01,2021
SOLUSDT,LONG,False,0.014928971141565694,True,False,True,0.003230798656717957,3.0952,46.2083,1610194320.0,1610195040.0,4,trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,0.01420133404620652,True,False,False,0.0046493808750920455,2.1508,30.5446,1610199900.0,1610200260.0,2,trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.003981808912811717,False,False,False,0.003581808912811717,2.7919,-11.1168,1610217900.0,1610218080.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,SHORT,True,-0.00040556392797351276,True,False,False,0.004326845444035093,2.3112,-0.9373,1610218440.0,1610219340.0,5,reverse_trailing_after_tp1,2021-01,2021
NEARUSDT,LONG,False,-0.0025584343736573096,False,False,False,0.0021584343736573094,4.633,-11.8532,1610220960.0,1610221140.0,1,sl_before_tp1,2021-01,2021
NEARUSDT,SHORT,True,0.006941419053897827,False,False,False,0.007341419053897827,1.3621,9.4551,1610221500.0,1610222400.0,5,reverse_sl_before_tp1,2021-01,2021
NEARUSDT,LONG,False,0.0014355678182501584,True,False,False,0.0016810595152671314,5.9486,8.5397,1610235720.0,1610236260.0,3,trailing_after_tp1,2021-01,2021
