trade,entry_ts,equity_before,pnl_usd,equity_after
9626,1702055520.0,3.6727626110641517e+19,2.485735532669693e+17,3.697619966390849e+19
9627,1702058940.0,3.697619966390849e+19,1.2188615200543235e+18,3.819506118396281e+19
9628,1702062180.0,3.819506118396281e+19,1.2762687391708454e+18,3.947132992313365e+19
9629,1702062180.0,3.947132992313365e+19,-6.764786588059091e+17,3.8794851264327746e+19
9630,1702068840.0,3.8794851264327746e+19,-3.143973289060467e+17,3.84804539354217e+19
9631,1702085220.0,3.84804539354217e+19,-3.15591506201433e+17,3.816486242922027e+19
9632,1702086660.0,3.816486242922026e+19,-3.187282602336952e+17,3.784613416898657e+19
9633,1702091880.0,3.784613416898657e+19,3.452135185060097e+18,4.129826935404666e+19
9634,1702106820.0,4.129826935404666e+19,8.664550132100173e+17,4.2164724367256674e+19
9635,1702107000.0,4.2164724367256674e+19,-3.3153337548683494e+17,4.183319099176984e+19
9636,1702107540.0,4.183319099176984e+19,2.553047591528311e+17,4.208849575092267e+19
9637,1702109520.0,4.208849575092267e+19,-7.255312035447767e+17,4.136296454737789e+19
9638,1702110240.0,4.136296454737789e+19,-6.965338236440652e+17,4.066643072373382e+19
9639,1702110240.0,4.066643072373382e+19,-3.234756714253798e+17,4.034295505230845e+19
9640,1702111140.0,4.034295505230845e+19,4.052714674823494e+16,4.038348219905668e+19
9641,1702112940.0,4.038348219905668e+19,1.2800252850491146e+18,4.166350748410579e+19
9642,1702117980.0,4.166350748410579e+19,4.651280146003199e+17,4.212863549870612e+19
9643,1702122480.0,4.212863549870612e+19,1.4471665904634845e+17,4.227335215775247e+19
9644,1702124100.0,4.227335215775247e+19,-3.7233888474315494e+17,4.1901013273009316e+19
9645,1702128420.0,4.1901013273009316e+19,-3.4364702806739405e+17,4.155736624494192e+19
9646,1702135620.0,4.155736624494192e+19,5.818490029664344e+17,4.213921524790836e+19
9647,1702135980.0,4.213921524790836e+19,-6.729128669835578e+17,4.14663023809248e+19
9648,1702135980.0,4.14663023809248e+19,1.0559682655960216e+18,4.2522270646520816e+19
9649,1702137960.0,4.2522270646520816e+19,-3.0579300024462605e+17,4.221647764627619e+19
9650,1702138680.0,4.221647764627619e+19,-1.2980581651418147e+17,4.208667182976201e+19
9651,1702245240.0,4.208667182976201e+19,-3.099805749340935e+17,4.177669125482792e+19
9652,1702245780.0,4.177669125482792e+19,2.5428477714952422e+17,4.203097603197744e+19
9653,1702252800.0,4.203097603197744e+19,5.292635792180801e+17,4.256023961119552e+19
9654,1702252800.0,4.256023961119552e+19,4.4211331927006656e+17,4.300235293046559e+19
9655,1702253880.0,4.300235293046559e+19,-3.039202813763613e+17,4.269843264908923e+19
9656,1702254780.0,4.269843264908923e+19,-6.583564233824081e+17,4.204007622570682e+19
9657,1702255680.0,4.204007622570682e+19,-1.0152582693584632e+17,4.193855039877097e+19
9658,1702275480.0,4.193855039877097e+19,8.274396434121303e+17,4.27659900421831e+19
9659,1702276380.0,4.27659900421831e+19,2.0301269940977649e+18,4.4796117036280865e+19
9660,1702279260.0,4.4796117036280865e+19,1.2757115594785797e+18,4.607182859575945e+19
9661,1702279800.0,4.607182859575945e+19,3.223276618577403e+18,4.929510521433685e+19
9662,1702289160.0,4.929510521433685e+19,-7.486588752344916e+17,4.854644633910236e+19
9663,1702289700.0,4.854644633910236e+19,6.980561763850598e+17,4.924450251548742e+19
9664,1702290060.0,4.924450251548742e+19,1.0305389064521229e+17,4.934755640613263e+19
9665,1702297800.0,4.934755640613263e+19,1.6676529594059236e+18,5.101520936553855e+19
9666,1702310580.0,5.101520936553855e+19,4.356732136940447e+17,5.14508825792326e+19
9667,1702322100.0,5.14508825792326e+19,9.395981072372035e+17,5.23904806864698e+19
9668,1702333980.0,5.23904806864698e+19,-7.158656747644013e+17,5.16746150117054e+19
9669,1702334700.0,5.16746150117054e+19,3.3569564308711524e+16,5.170818457601411e+19
9670,1702354140.0,5.170818457601411e+19,-3.393819664486982e+17,5.136880260956541e+19
9671,1702398960.0,5.136880260956541e+19,1.2495685449925084e+18,5.261837115455792e+19
9672,1702398960.0,5.261837115455792e+19,8.893119393895594e+17,5.350768309394748e+19
9673,1702401660.0,5.350768309394748e+19,7.975389132472084e+17,5.430522200719469e+19
9674,1702403820.0,5.430522200719469e+19,2.3121347028678323e+17,5.453643547748147e+19
9675,1702408500.0,5.453643547748147e+19,9.638575225218359e+17,5.5500293000003305e+19
9676,1702416600.0,5.5500293000003305e+19,2.8344752054459945e+18,5.83347682054493e+19
9677,1702418580.0,5.83347682054493e+19,-3.0483726008350957e+17,5.802993094536579e+19
9678,1702418940.0,5.802993094536579e+19,-3.4467380083564755e+17,5.768525714453014e+19
9679,1702426680.0,5.768525714453014e+19,6.649055760390477e+17,5.835016272056919e+19
9680,1702426680.0,5.835016272056919e+19,6.417128009874332e+17,5.899187552155662e+19
9681,1702426860.0,5.899187552155662e+19,2.96299583292685e+17,5.9288175104849306e+19
9682,1702431900.0,5.9288175104849306e+19,2.342986891877613e+18,6.163116199672692e+19
9683,1702438920.0,6.163116199672692e+19,1.7087443755191772e+18,6.333990637224609e+19
9684,1702445580.0,6.333990637224609e+19,-6.941422789742154e+17,6.2645764093271876e+19
9685,1702453680.0,6.2645764093271876e+19,-3.1892098263656614e+17,6.232684311063531e+19
9686,1702454220.0,6.232684311063531e+19,-3.254568839127122e+17,6.2001386226722595e+19
9687,1702455480.0,6.2001386226722595e+19,-3.16386714025448e+17,6.168499951269714e+19
9688,1702456020.0,6.168499951269714e+19,2.9456482864634125e+17,6.197956434134349e+19
9689,1702458180.0,6.197956434134349e+19,1.128399220515699e+18,6.310796356185919e+19
9690,1702555200.0,6.310796356185919e+19,-6.581179287572904e+17,6.24498456331019e+19
9691,1702567620.0,6.24498456331019e+19,-3.0691566173849664e+17,6.21429299713634e+19
9692,1702567980.0,6.21429299713634e+19,-3.0235944913579795e+17,6.18405705222276e+19
9693,1702568520.0,6.18405705222276e+19,2.6572546274490915e+17,6.2106295984972505e+19
9694,1702578060.0,6.2106295984972505e+19,1.3410168029267105e+18,6.344731278789921e+19
9695,1702579500.0,6.344731278789921e+19,-3.1724454264279424e+17,6.313006824525642e+19
9696,1702580040.0,6.313006824525642e+19,-1.2053210747902434e+17,6.30095361377774e+19
9697,1702597320.0,6.30095361377774e+19,-3.2962782538138214e+17,6.267990831239601e+19
9698,1702601280.0,6.267990831239601e+19,-3.4875877193537555e+17,6.2331149540460634e+19
9699,1702601820.0,6.2331149540460634e+19,2.5799262439804563e+17,6.258914216485868e+19
9700,1702603260.0,6.258914216485868e+19,3.7179733617110874e+17,6.296093950102979e+19
9701,1702612440.0,6.296093950102979e+19,2.2140185831184412e+18,6.517495808414823e+19
9702,1702640520.0,6.517495808414823e+19,1.2637517508414856e+18,6.6438709834989715e+19
9703,1702641060.0,6.6438709834989715e+19,1.2308379406780645e+17,6.656179362905752e+19
9704,1702650600.0,6.656179362905752e+19,-3.5969041603796666e+17,6.620210321301955e+19
9705,1702651140.0,6.620210321301955e+19,2.5024280241859e+17,6.645234601543814e+19
9706,1702652580.0,6.645234601543814e+19,-2.9451123742861184e+17,6.6157834778009534e+19
9707,1702653120.0,6.6157834778009534e+19,-1.7362059743567597e+17,6.5984214180573856e+19
9708,1702655280.0,6.5984214180573856e+19,-6.718453249286336e+17,6.5312368855645225e+19
9709,1702655820.0,6.5312368855645225e+19,-3.211016615015834e+17,6.499126719414364e+19
9710,1702656180.0,6.499126719414364e+19,-2.946633772219482e+17,6.469660381692169e+19
9711,1702656540.0,6.469660381692169e+19,-7.436260161442904e+17,6.395297780077739e+19
9712,1702656720.0,6.395297780077739e+19,-1.0194991385572296e+17,6.385102788692167e+19
9713,1702657260.0,6.385102788692167e+19,1.2446642299957534e+17,6.397549430992124e+19
9714,1702662840.0,6.397549430992124e+19,-3.049305760737273e+17,6.3670563733847515e+19
9715,1702674900.0,6.3670563733847515e+19,-3.341703874831128e+17,6.33363933463644e+19
9716,1702690920.0,6.33363933463644e+19,-3.1260040324667386e+17,6.302379294311773e+19
9717,1702738800.0,6.302379294311773e+19,5.055795960125025e+17,6.352937253913023e+19
9718,1702741680.0,6.352937253913023e+19,-6.860487670304764e+17,6.284332377209976e+19
9719,1702744020.0,6.284332377209976e+19,6.393056245841786e+17,6.348262939668393e+19
9720,1702747800.0,6.348262939668393e+19,-3.413372330275618e+17,6.314129216365637e+19
9721,1702749780.0,6.314129216365637e+19,-6.961205579788379e+17,6.244517160567753e+19
9722,1702750680.0,6.244517160567753e+19,1.3277244555083995e+17,6.257794405122837e+19
9723,1702753020.0,6.257794405122837e+19,-6.631668258445174e+17,6.191477722538385e+19
9724,1702757700.0,6.191477722538385e+19,-3.0393031297702656e+17,6.161084691240683e+19
9725,1702760220.0,6.161084691240683e+19,3.5744902120398957e+17,6.196829593361082e+19
9726,1702781820.0,6.196829593361082e+19,-3.148873695849461e+17,6.165340856402588e+19
9727,1702782360.0,6.165340856402588e+19,1.5614748697297232e+17,6.1809556050998845e+19
9728,1702788840.0,6.1809556050998845e+19,-3.072331464208311e+17,6.1502322904578015e+19
9729,1702797300.0,6.1502322904578015e+19,1.801284877719651e+18,6.3303607782297666e+19
9730,1702806300.0,6.3303607782297666e+19,2.1645016477626726e+18,6.5468109430060335e+19
9731,1702808640.0,6.5468109430060335e+19,3.09893661007332e+18,6.856704604013366e+19
9732,1702823580.0,6.856704604013366e+19,-3.0594336681044224e+17,6.826110267332321e+19
9733,1702824120.0,6.826110267332321e+19,-1.2615955614166789e+17,6.813494311718154e+19
9734,1702825920.0,6.813494311718154e+19,2.645476077831365e+17,6.839949072496468e+19
9735,1702862640.0,6.839949072496468e+19,1.5721592677932552e+18,6.997164999275794e+19
9736,1702868400.0,6.997164999275794e+19,-3.061104498250197e+17,6.9665539542932914e+19
9737,1702868400.0,6.9665539542932914e+19,-3.0466277194118675e+17,6.936087677099173e+19
9738,1702873980.0,6.936087677099173e+19,-8.500092356833839e+17,6.851086753530834e+19
9739,1702897560.0,6.851086753530834e+19,-3.656913587289542e+17,6.814517617657939e+19
9740,1702898100.0,6.814517617657939e+19,-1.4419678878250144e+16,6.8130756497701134e+19
9741,1702981980.0,6.8130756497701134e+19,-7.052895813121756e+17,6.742546691638896e+19
9742,1702983420.0,6.742546691638896e+19,1.155832191329405e+18,6.8581299107718365e+19
9743,1702984860.0,6.8581299107718365e+19,-3.2110010051881197e+17,6.826019900719955e+19
9744,1702987020.0,6.826019900719955e+19,-3.212873159338268e+17,6.793891169126573e+19
9745,1702989360.0,6.793891169126573e+19,-5622115747449160.0,6.793328957551828e+19
9746,1703001780.0,6.793328957551828e+19,2.0567947733116529e+18,6.999008434882993e+19
9747,1703010600.0,6.999008434882993e+19,-2.994721781903178e+17,6.969061217063961e+19
9748,1703011320.0,6.969061217063961e+19,1.7583866111155653e+18,7.144899878175518e+19
9749,1703012400.0,7.144899878175518e+19,5.081063605494759e+17,7.195710514230465e+19
9750,1703016360.0,7.195710514230465e+19,6.860954001536626e+17,7.2643200542458315e+19
9751,1703021760.0,7.2643200542458315e+19,8.747067735715526e+17,7.351790731602987e+19
9752,1703026080.0,7.351790731602986e+19,1.136091820071294e+18,7.465399913610115e+19
9753,1703028960.0,7.465399913610115e+19,3.2171242281230534e+17,7.497571155891346e+19
9754,1703039940.0,7.497571155891346e+19,-3.215472981451209e+17,7.465416426076833e+19
9755,1703053620.0,7.465416426076833e+19,-6.504592687791505e+17,7.400370499198919e+19
9756,1703064060.0,7.400370499198919e+19,2.0953176786250888e+18,7.609902267061428e+19
9757,1703065140.0,7.609902267061428e+19,-7.560330155823066e+17,7.534298965503197e+19
9758,1703065500.0,7.534298965503197e+19,-3.1652104032681824e+17,7.502646861470515e+19
9759,1703066040.0,7.502646861470515e+19,1.254966770677166e+18,7.628143538538232e+19
9760,1703067660.0,7.628143538538232e+19,-2.9249253500684486e+17,7.598894285037548e+19
9761,1703069820.0,7.598894285037548e+19,7.698782223545206e+16,7.606593067261093e+19
9762,1703075040.0,7.606593067261093e+19,1.921400009130479e+17,7.625807067352398e+19
9763,1703079360.0,7.625807067352398e+19,8.220021970464182e+17,7.70800728705704e+19
9764,1703083860.0,7.70800728705704e+19,-6.946038430536913e+17,7.63854690275167e+19
9765,1703085660.0,7.63854690275167e+19,-7.081216048708399e+17,7.567734742264586e+19
9766,1703090880.0,7.567734742264586e+19,5.793950107065825e+17,7.625674243335245e+19
9767,1703092320.0,7.625674243335245e+19,2.840329750652664e+18,7.909707218400512e+19
9768,1703097360.0,7.909707218400512e+19,-8.456722417484654e+17,7.825139994225666e+19
9769,1703101140.0,7.825139994225666e+19,-2.945891214604448e+17,7.795681082079622e+19
9770,1703104920.0,7.795681082079622e+19,-2.9886567547525626e+17,7.765794514532096e+19
9771,1703106180.0,7.765794514532096e+19,1.1045087369129133e+18,7.876245388223388e+19
9772,1703110320.0,7.876245388223388e+19,2.032650308822469e+18,8.079510419105635e+19
9773,1703115360.0,8.079510419105635e+19,4.1694858153636e+18,8.496459000641995e+19
9774,1703116440.0,8.496459000641995e+19,-6.544917802637265e+17,8.431009822615622e+19
9775,1703128500.0,8.431009822615622e+19,-3.162394908381441e+17,8.399385873531807e+19
9776,1703129040.0,8.399385873531807e+19,1.4850192064674496e+17,8.414236065596482e+19
9777,1703130300.0,8.414236065596482e+19,-3.4870937255949805e+17,8.379365128340532e+19
9778,1703130480.0,8.379365128340532e+19,9.441355080122927e+17,8.473778679141761e+19
9779,1703130840.0,8.473778679141761e+19,2.460467447715309e+17,8.498383353618914e+19
9780,1703132280.0,8.498383353618914e+19,2.941907119285138e+17,8.527802424811766e+19
9781,1703134080.0,8.527802424811766e+19,1.6601781499424248e+18,8.693820239806009e+19
9782,1703134620.0,8.693820239806009e+19,1.5937106297708744e+18,8.853191302783096e+19
9783,1703134980.0,8.853191302783096e+19,4.385565800960634e+17,8.897046960792702e+19
9784,1703135520.0,8.897046960792702e+19,-3.232422770236713e+17,8.864722733090334e+19
9785,1703142540.0,8.864722733090334e+19,-3.320133511294855e+17,8.831521397977386e+19
9786,1703152260.0,8.831521397977386e+19,8.86126971810168e+17,8.920134095158403e+19
9787,1703155500.0,8.920134095158403e+19,-7.957187525709382e+17,8.84056221990131e+19
9788,1703156400.0,8.84056221990131e+19,2.5246947880967085e+17,8.865809167782276e+19
9789,1703162700.0,8.865809167782276e+19,-3.1001658345646317e+17,8.83480750943663e+19
9790,1703163240.0,8.83480750943663e+19,2.6549577473702736e+17,8.861357086910333e+19
9791,1703165220.0,8.861357086910333e+19,2.751963181261749e+18,9.136553405036508e+19
9792,1703166660.0,9.136553405036508e+19,3.246080478541132e+18,9.461161452890622e+19
9793,1703174400.0,9.461161452890622e+19,1.868549479084818e+18,9.648016400799103e+19
9794,1703174580.0,9.648016400799103e+19,-2.9619441530415264e+17,9.618396959268689e+19
9795,1703182500.0,9.618396959268689e+19,2.6127584526381987e+17,9.64452454379507e+19
9796,1703185920.0,9.64452454379507e+19,-3.0995367277113126e+17,9.613529176517958e+19
9797,1703188080.0,9.613529176517958e+19,4.03586603951803e+17,9.653887836913138e+19
9798,1703190240.0,9.653887836913138e+19,2.593246403414894e+17,9.679820300947287e+19
9799,1703192760.0,9.679820300947287e+19,-6.337120628700403e+17,9.616449094660283e+19
9800,1703193480.0,9.616449094660283e+19,-3.221848381627303e+17,9.58423061084401e+19
9801,1703194020.0,9.58423061084401e+19,1.2078238278283182e+17,9.596308849122293e+19
9802,1703194920.0,9.596308849122293e+19,-3.168327891337559e+17,9.564625570208917e+19
9803,1703195460.0,9.564625570208917e+19,2.59563578495771e+17,9.590581928058495e+19
9804,1703197260.0,9.590581928058495e+19,4.993545634759338e+17,9.640517384406088e+19
9805,1703202300.0,9.640517384406088e+19,-3.027219341395762e+17,9.610245190992131e+19
9806,1703216880.0,9.610245190992131e+19,-6.475036037055094e+17,9.54549483062158e+19
9807,1703219400.0,9.54549483062158e+19,-6.503539897048905e+17,9.48045943165109e+19
9808,1703232000.0,9.48045943165109e+19,3.9833840350601274e+17,9.520293272001692e+19
9809,1703269080.0,9.520293272001692e+19,-3.6187437811949184e+17,9.484105834189742e+19
9810,1703270880.0,9.484105834189742e+19,-3.1700014764126054e+17,9.452405819425617e+19
9811,1703272320.0,9.452405819425617e+19,-3.015301294935916e+17,9.422252806476258e+19
9812,1703277900.0,9.422252806476258e+19,2.3069336460725315e+17,9.445322142936983e+19
9813,1703285460.0,9.445322142936983e+19,-3.033601197559378e+17,9.41498613096139e+19
9814,1703292480.0,9.41498613096139e+19,-3.194315838579985e+17,9.38304297257559e+19
9815,1703293020.0,9.38304297257559e+19,-2.5243366646376707e+17,9.357799605929214e+19
9816,1703318580.0,9.357799605929214e+19,-3.052179470293609e+17,9.327277811226278e+19
9817,1703319120.0,9.327277811226278e+19,2.6310206829764438e+17,9.353588018056043e+19
9818,1703323620.0,9.353588018056043e+19,-3.792635360169743e+17,9.315661664454345e+19
9819,1703352420.0,9.315661664454345e+19,-3.010213981484849e+17,9.285559524639497e+19
9820,1703354580.0,9.285559524639497e+19,-7.456298422614181e+17,9.210996540413354e+19
9821,1703354580.0,9.210996540413354e+19,-3.010511122574049e+17,9.180891429187613e+19
9822,1703357280.0,9.180891429187613e+19,6.061145426645802e+17,9.241502883454072e+19
9823,1703361060.0,9.241502883454072e+19,-3.144102579268701e+17,9.210061857661385e+19
9824,1703361600.0,9.210061857661385e+19,1.3268012657834006e+17,9.22332987031922e+19
9825,1703364840.0,9.22332987031922e+19,-3.064349002232235e+17,9.192686380296897e+19
9826,1703368980.0,9.192686380296897e+19,-3.5485666063058624e+17,9.157200714233838e+19
9827,1703368980.0,9.157200714233838e+19,-2.937128803842797e+17,9.12782942619541e+19
9828,1703373300.0,9.12782942619541e+19,-3.005622642362903e+17,9.09777319977178e+19
9829,1703382660.0,9.09777319977178e+19,1.1023923683782376e+18,9.208012436609604e+19
9830,1703393280.0,9.208012436609604e+19,8.347225971314513e+17,9.29148469632275e+19
9831,1703393820.0,9.29148469632275e+19,1.2494623370939556e+18,9.416430930032145e+19
9832,1703399400.0,9.416430930032145e+19,5.253954361717247e+17,9.468970473649317e+19
9833,1703401200.0,9.468970473649317e+19,1.1808641576378954e+18,9.587056889413108e+19
9834,1703403180.0,9.587056889413108e+19,-7.145112175166751e+17,9.51560576766144e+19
9835,1703410200.0,9.51560576766144e+19,-2.9695629494324064e+17,9.485910138167116e+19
9836,1703410740.0,9.485910138167116e+19,2.622287940216068e+17,9.512133017569277e+19
9837,1703414700.0,9.512133017569277e+19,1.415036315747115e+17,9.526283380726748e+19
9838,1703416680.0,9.526283380726748e+19,1.276212051177696e+18,9.653904585844518e+19
9839,1703418660.0,9.653904585844518e+19,1.6811871728909302e+18,9.822023303133612e+19
9840,1703419740.0,9.822023303133612e+19,-6.53198941941133e+17,9.756703408939498e+19
9841,1703421720.0,9.756703408939498e+19,1.5679009829908452e+18,9.913493507238583e+19
9842,1703421720.0,9.913493507238583e+19,8.942600328870441e+17,1.0002919510527287e+20
9843,1703431080.0,1.0002919510527287e+20,3.810061650842325e+17,1.004102012703571e+20
9844,1703436120.0,1.004102012703571e+20,6.33673566883686e+17,1.0104387483724079e+20
9845,1703437740.0,1.0104387483724079e+20,-3.6414528178036794e+17,1.0067972955546042e+20
9846,1703438280.0,1.0067972955546042e+20,2.327201155008931e+16,1.0070300156701052e+20
9847,1703440980.0,1.0070300156701052e+20,1.7192836800350323e+18,1.0242228524704555e+20
9848,1703443320.0,1.0242228524704555e+20,4.079395330166329e+17,1.0283022478006218e+20
9849,1703460420.0,1.0283022478006218e+20,-6.343980790503761e+17,1.021958267010118e+20
9850,1703460960.0,1.021958267010118e+20,5.98520784368547e+17,1.0279434748538035e+20
9851,1703476260.0,1.0279434748538035e+20,4.5212048163609414e+17,1.0324646796701644e+20
9852,1703477520.0,1.0324646796701644e+20,1.361012597631478e+17,1.0338256922677959e+20
9853,1703479320.0,1.0338256922677959e+20,3.4984068448301564e+16,1.034175532952279e+20
9854,1703483460.0,1.034175532952279e+20,-3.265260856414941e+17,1.0309102720958641e+20
9855,1703484540.0,1.0309102720958641e+20,9.68522757567994e+17,1.040595499671544e+20
9856,1703489220.0,1.040595499671544e+20,2.0098809617227896e+18,1.0606943092887719e+20
9857,1703512980.0,1.0606943092887719e+20,6.037278482601837e+17,1.0667315877713738e+20
9858,1703518380.0,1.0667315877713738e+20,4.816181741236211e+18,1.1148934051837359e+20
9859,1703523780.0,1.1148934051837359e+20,7.070751908445774e+18,1.1856009242681937e+20
9860,1703535480.0,1.1856009242681937e+20,-2.952912560281664e+17,1.182648011707912e+20
9861,1703545740.0,1.182648011707912e+20,1.8777105495789102e+18,1.2014251172037011e+20
9862,1703545740.0,1.2014251172037011e+20,-3.0548954293048365e+17,1.1983702217743963e+20
9863,1703552400.0,1.1983702217743963e+20,8.485415786646824e+17,1.2068556375610432e+20
9864,1703556000.0,1.2068556375610432e+20,2.2476952103045965e+17,1.2091033327713478e+20
9865,1703556360.0,1.2091033327713478e+20,-3.125729278895188e+17,1.2059776034924526e+20
9866,1703557080.0,1.2059776034924526e+20,-4.052318529490245e+16,1.2055723716395036e+20
9867,1703557080.0,1.2055723716395036e+20,2.0413233064037404e+18,1.225985604703541e+20
9868,1703563560.0,1.225985604703541e+20,6.038318574900859e+17,1.2320239232784418e+20
9869,1703566800.0,1.2320239232784418e+20,-3.137876277804604e+17,1.2288860470006373e+20
9870,1703567340.0,1.2288860470006373e+20,-3.7549261400510246e+17,1.2251311208605863e+20
9871,1703579400.0,1.2251311208605863e+20,-3.7018576534432506e+17,1.221429263207143e+20
9872,1703595600.0,1.221429263207143e+20,-2.9330366814545574e+17,1.2184962265256885e+20
9873,1703628000.0,1.2184962265256885e+20,-3.4063441458407616e+17,1.2150898823798478e+20
9874,1703628900.0,1.2150898823798478e+20,-2.917889973571521e+17,1.2121719924062762e+20
9875,1703630700.0,1.2121719924062762e+20,-3.08786551384833e+17,1.2090841268924278e+20
9876,1703631060.0,1.2090841268924278e+20,-3.2321541002540115e+17,1.2058519727921739e+20
9877,1703637180.0,1.2058519727921739e+20,3.422299884784121e+17,1.209274272676958e+20
9878,1703651400.0,1.209274272676958e+20,-3.093182958638361e+17,1.2061810897183197e+20
9879,1703653200.0,1.2061810897183197e+20,-3.351106364743988e+17,1.2028299833535757e+20
9880,1703653740.0,1.2028299833535757e+20,1.9453367672366797e+17,1.2047753201208123e+20
9881,1703690280.0,1.2047753201208123e+20,-6.783708939911172e+17,1.1979916111809012e+20
9882,1703701620.0,1.1979916111809012e+20,1.9693706427171344e+17,1.1999609818236183e+20
9883,1703705040.0,1.1999609818236183e+20,-3.082098532645071e+17,1.1968788832909731e+20
9884,1703705580.0,1.1968788832909731e+20,-3.148106072873872e+17,1.1937307772180993e+20
9885,1703712420.0,1.1937307772180993e+20,-3.0449347480359955e+17,1.1906858424700633e+20
9886,1703717460.0,1.1906858424700633e+20,5.983868496020923e+17,1.1966697109660842e+20
9887,1703718360.0,1.1966697109660842e+20,-3.0759132139724646e+17,1.1935937977521118e+20
9888,1703718900.0,1.1935937977521118e+20,2.5616349266916368e+17,1.1961554326788034e+20
9889,1703730600.0,1.1961554326788034e+20,2.4539995047067863e+18,1.2206954277258712e+20
9890,1703731500.0,1.2206954277258712e+20,-3.185922059289143e+17,1.2175095056665821e+20
9891,1703732760.0,1.2175095056665821e+20,-6.980441378039674e+17,1.2105290642885424e+20
9892,1703733480.0,1.2105290642885424e+20,-9.739048962936611e+16,1.2095551593922488e+20
9893,1703735820.0,1.2095551593922488e+20,9.340759946452713e+17,1.2188959193387015e+20
9894,1703738520.0,1.2188959193387015e+20,-3.0779830452456294e+17,1.2158179362934558e+20
9895,1703742480.0,1.2158179362934558e+20,-6.961973124058592e+17,1.2088559631693971e+20
9896,1703746440.0,1.2088559631693971e+20,4.131716756437826e+17,1.212987679925835e+20
9897,1703752740.0,1.212987679925835e+20,3.538347548983204e+18,1.248371155415667e+20
9898,1703754180.0,1.248371155415667e+20,4.437850709523517e+17,1.2528090061251905e+20
9899,1703758680.0,1.2528090061251905e+20,-3.058167712526318e+17,1.2497508384126642e+20
9900,1703760660.0,1.2497508384126642e+20,1.8550537555732218e+17,1.2516058921682374e+20
9901,1703763720.0,1.2516058921682374e+20,1.5774338690698465e+18,1.2673802308589358e+20
9902,1703765700.0,1.2673802308589358e+20,1.7305341959873492e+18,1.2846855728188093e+20
9903,1703769840.0,1.2846855728188093e+20,2.677649753157772e+18,1.3114620703503871e+20
9904,1703772000.0,1.3114620703503871e+20,6.095693523431585e+17,1.3175577638738187e+20
9905,1703774520.0,1.3175577638738187e+20,-6.413413455242093e+17,1.3111443504185767e+20
9906,1703785320.0,1.3111443504185767e+20,2.345428305124224e+18,1.334598633469819e+20
9907,1703785500.0,1.334598633469819e+20,8.088038221027546e+17,1.3426866716908465e+20
9908,1703807100.0,1.3426866716908465e+20,7.457567886860689e+17,1.3501442395777072e+20
9909,1703815740.0,1.3501442395777072e+20,-8.517892239397546e+17,1.3416263473383096e+20
9910,1703816820.0,1.3416263473383096e+20,8.68774311017307e+16,1.342495121649327e+20
9911,1703855520.0,1.342495121649327e+20,1.994616264267229e+17,1.3444897379135942e+20
9912,1703862540.0,1.3444897379135942e+20,-3.015759207702707e+17,1.3414739787058915e+20
9913,1703867940.0,1.3414739787058915e+20,-7.068210803797004e+17,1.3344057679020945e+20
9914,1703871360.0,1.3344057679020945e+20,8.67824294310502e+17,1.3430840108451994e+20
9915,1703879820.0,1.3430840108451994e+20,1.7298411913679027e+18,1.3603824227588784e+20
9916,1703903400.0,1.3603824227588784e+20,-3.2253272435959936e+17,1.3571570955152825e+20
9917,1703903940.0,1.3571570955152825e+20,2.426692003354209e+17,1.3595837875186367e+20
9918,1703909520.0,1.3595837875186367e+20,-6.771254104941919e+17,1.3528125334136948e+20
9919,1703953440.0,1.3528125334136948e+20,6.652014541857409e+17,1.3594645479555523e+20
9920,1703957940.0,1.3594645479555523e+20,-7.849582559742235e+17,1.35161496539581e+20
9921,1703984940.0,1.35161496539581e+20,2.0326704794630764e+18,1.3719416701904408e+20
9922,1704074580.0,1.371941670190441e+20,-3.344006243023482e+18,1.338501607760206e+20
9923,1704075300.0,1.338501607760206e+20,-1.7934508112731282e+18,1.3205670996474747e+20
9924,1704075840.0,1.3205670996474747e+20,1.2410060658807951e+18,1.3329771603062827e+20
9925,1704076380.0,1.3329771603062827e+20,2.6369645921858036e+16,1.3332408567655013e+20
9926,1704081420.0,1.3332408567655013e+20,2.7410299996781537e+18,1.3606511567622829e+20
9927,1704084300.0,1.3606511567622829e+20,2.2892874168906468e+18,1.3835440309311894e+20
9928,1704104640.0,1.3835440309311894e+20,-1.7723785271189256e+18,1.3658202456600003e+20
9929,1704105180.0,1.3658202456600003e+20,1.2059264742535944e+18,1.3778795104025362e+20
9930,1704128220.0,1.3778795104025362e+20,-3.877742480370401e+18,1.3391020855988322e+20
9931,1704128580.0,1.3391020855988322e+20,-3.7612720478043387e+18,1.3014893651207889e+20
9932,1704128580.0,1.3014893651207889e+20,-1.896023101598302e+18,1.2825291341048059e+20
9933,1704129660.0,1.2825291341048059e+20,2.4133639317017533e+17,1.2849424980365076e+20
9934,1704129840.0,1.2849424980365076e+20,1.2392177776313006e+18,1.2973346758128206e+20
9935,1704161340.0,1.2973346758128206e+20,-3.592473844570328e+18,1.2614099373671173e+20
9936,1704162060.0,1.2614099373671173e+20,1.292213605566174e+18,1.274332073422779e+20
9937,1704186360.0,1.274332073422779e+20,5.129386718234959e+18,1.3256259406051285e+20
9938,1704186720.0,1.3256259406051285e+20,8.411516480639408e+18,1.4097411054115226e+20
